date,home_team,away_team,home_score,away_score,tournament,neutral
2022-03-17,Netherlands,Australia,6,0,Qualifiers,0
2022-03-19,Croatia,Czechia,1,2,Friendly,0
2022-03-21,Czechia,South Korea,3,0,Qualifiers,1
2022-03-21,Mexico,Norway,1,1,Friendly,0
2022-03-23,Spain,Norway,4,0,Friendly,0
2022-03-23,Canada,Bosnia and Herzegovina,1,0,Friendly,0
2022-03-24,France,Japan,2,2,Friendly,0
2022-03-24,Morocco,Panama,1,0,Friendly,0
2022-03-25,Netherlands,Uruguay,2,1,Qualifiers,1
2022-03-27,Iraq,Norway,0,0,Qualifiers,1
2022-03-29,Ecuador,Curaçao,1,0,Qualifiers,0
2022-03-30,Spain,Portugal,3,3,Qualifiers,1
2022-03-30,Argentina,South Africa,3,2,Qualifiers,0
2022-04-01,Haiti,Czechia,0,5,Qualifiers,1
2022-04-01,Austria,Brazil,1,0,Friendly,0
2022-04-02,Brazil,Japan,1,3,Qualifiers,0
2022-04-03,England,Spain,3,2,Friendly,1
2022-04-07,Paraguay,Canada,1,1,Continental Cup,1
2022-04-07,Senegal,Cape Verde,0,0,Continental Cup,1
2022-04-07,Egypt,Austria,0,1,Continental Cup,1
2022-04-08,Uzbekistan,England,2,2,Friendly,1
2022-04-09,Canada,Sweden,1,0,Friendly,0
2022-04-10,Sweden,Spain,0,0,Friendly,1
2022-04-11,South Africa,Argentina,0,0,Qualifiers,1
2022-04-11,South Africa,England,0,0,Continental Cup,1
2022-04-14,Ecuador,Qatar,1,0,Friendly,0
2022-04-15,Ivory Coast,Germany,0,0,Qualifiers,0
2022-04-17,Bosnia and Herzegovina,Tunisia,2,1,Continental Cup,1
2022-04-17,South Africa,Haiti,3,1,Qualifiers,1
2022-04-18,South Africa,Haiti,3,0,Friendly,0
2022-04-20,Portugal,South Africa,1,1,Friendly,1
2022-04-21,Belgium,Netherlands,1,0,Qualifiers,0
2022-04-21,South Korea,Netherlands,0,1,Continental Cup,1
2022-04-21,USA,Ecuador,1,1,Qualifiers,0
2022-04-22,Ecuador,Belgium,4,1,Friendly,1
2022-04-22,Uzbekistan,Austria,3,1,Friendly,1
2022-04-23,Netherlands,Spain,1,0,FIFA World Cup,1
2022-04-24,Mexico,Türkiye,3,0,Friendly,1
2022-04-25,Spain,Uzbekistan,3,1,Continental Cup,1
2022-04-26,Curaçao,Uzbekistan,1,1,Continental Cup,1
2022-04-30,DR Congo,Germany,1,0,Continental Cup,1
2022-04-30,Curaçao,Cape Verde,0,2,Friendly,1
2022-04-30,Cape Verde,France,1,2,Qualifiers,0
2022-04-30,Iraq,Saudi Arabia,2,2,Friendly,0
2022-05-02,Colombia,USA,0,0,Continental Cup,1
2022-05-04,Spain,Curaçao,1,0,Continental Cup,1
2022-05-04,DR Congo,Iran,2,1,Qualifiers,0
2022-05-05,Sweden,Saudi Arabia,3,0,Friendly,0
2022-05-06,USA,Scotland,2,1,Continental Cup,1
2022-05-06,Paraguay,Bosnia and Herzegovina,0,0,Continental Cup,1
2022-05-06,Cape Verde,Morocco,1,2,Friendly,1
2022-05-06,Ivory Coast,Uzbekistan,1,0,Friendly,1
2022-05-09,Egypt,New Zealand,3,1,Continental Cup,1
2022-05-09,Cape Verde,Argentina,1,2,Continental Cup,1
2022-05-11,Netherlands,Colombia,7,0,Qualifiers,0
2022-05-11,Türkiye,Argentina,0,1,Continental Cup,1
2022-05-13,Croatia,Iran,3,1,FIFA World Cup,1
2022-05-14,Canada,Belgium,4,1,Qualifiers,0
2022-05-14,Iran,Colombia,2,2,Qualifiers,0
2022-05-15,Austria,Argentina,1,0,Continental Cup,1
2022-05-18,South Africa,DR Congo,1,0,Friendly,0
2022-05-19,Ghana,Scotland,2,0,Qualifiers,1
2022-05-19,Uruguay,DR Congo,2,1,Friendly,0
2022-05-20,Netherlands,Morocco,0,1,Friendly,0
2022-05-20,Ivory Coast,France,1,0,Friendly,0
2022-05-21,Brazil,Saudi Arabia,4,1,Continental Cup,1
2022-05-23,Spain,Austria,1,3,Continental Cup,1
2022-05-24,Egypt,Croatia,1,2,Qualifiers,0
2022-05-24,Türkiye,Egypt,1,1,Friendly,0
2022-05-25,USA,Iran,2,3,Qualifiers,1
2022-05-25,Switzerland,Cape Verde,3,2,Qualifiers,1
2022-05-26,Iraq,Australia,2,1,Friendly,0
2022-05-27,Saudi Arabia,Ivory Coast,2,1,Qualifiers,1
2022-05-29,Sweden,Paraguay,2,1,Qualifiers,0
2022-05-31,France,Paraguay,2,1,Qualifiers,1
2022-06-02,Netherlands,Panama,1,1,Qualifiers,1
2022-06-04,Belgium,Croatia,2,2,Qualifiers,1
2022-06-04,Qatar,Iran,1,2,FIFA World Cup,1
2022-06-05,Croatia,Czechia,5,1,Continental Cup,1
2022-06-05,Tunisia,Ivory Coast,1,1,Qualifiers,1
2022-06-06,Uzbekistan,Morocco,2,0,Qualifiers,0
2022-06-07,England,France,2,1,FIFA World Cup,1
2022-06-08,Morocco,Uzbekistan,5,1,Continental Cup,1
2022-06-09,Panama,South Africa,1,4,Qualifiers,1
2022-06-11,Paraguay,France,0,1,FIFA World Cup,1
2022-06-13,Curaçao,England,0,2,Continental Cup,1
2022-06-15,Iran,France,2,3,Qualifiers,1
2022-06-16,Brazil,Japan,2,1,Friendly,1
2022-06-17,USA,Uruguay,1,4,Qualifiers,0
2022-06-18,Türkiye,Netherlands,1,1,Friendly,1
2022-06-19,Germany,Algeria,3,3,Friendly,0
2022-06-19,Panama,Morocco,1,4,Continental Cup,1
2022-06-19,Saudi Arabia,Spain,0,2,Continental Cup,1
2022-06-21,Czechia,Argentina,0,1,Friendly,0
2022-06-22,Norway,Ecuador,0,1,Friendly,1
2022-06-23,Japan,Brazil,1,0,Qualifiers,0
2022-06-23,Bosnia and Herzegovina,Paraguay,0,2,Friendly,0
2022-06-24,Uzbekistan,Brazil,2,2,Friendly,0
2022-06-25,England,Uruguay,1,1,Continental Cup,1
2022-06-25,Croatia,Sweden,0,1,Qualifiers,1
2022-06-26,Brazil,Türkiye,1,1,Qualifiers,1
2022-06-26,Senegal,Switzerland,0,0,Qualifiers,0
2022-06-28,Curaçao,England,2,2,Continental Cup,1
2022-06-28,USA,Ghana,2,2,Friendly,0
2022-06-28,Belgium,Czechia,2,1,Qualifiers,1
2022-06-29,Australia,DR Congo,5,4,Continental Cup,1
2022-06-29,Brazil,Curaçao,1,1,Continental Cup,1
2022-06-30,Scotland,Haiti,1,4,Qualifiers,1
2022-06-30,Uruguay,Ghana,2,0,Qualifiers,0
2022-07-01,England,Croatia,0,2,Qualifiers,0
2022-07-01,Brazil,Cape Verde,1,0,Qualifiers,0
2022-07-02,Panama,Spain,0,3,Qualifiers,0
2022-07-04,Croatia,DR Congo,2,0,Continental Cup,1
2022-07-07,Saudi Arabia,Egypt,1,0,Continental Cup,1
2022-07-07,Paraguay,Ghana,0,1,Friendly,0
2022-07-07,Morocco,Belgium,0,2,Qualifiers,1
2022-07-08,England,Paraguay,3,0,Friendly,1
2022-07-08,South Africa,Netherlands,0,1,Continental Cup,1
2022-07-09,Haiti,England,1,2,FIFA World Cup,1
2022-07-10,Uzbekistan,Austria,1,1,Qualifiers,0
2022-07-10,Algeria,Türkiye,1,1,Friendly,1
2022-07-11,Ivory Coast,Ghana,3,0,Qualifiers,0
2022-07-11,South Africa,Canada,1,0,Friendly,0
2022-07-12,Canada,South Korea,2,1,Qualifiers,0
2022-07-12,DR Congo,Scotland,1,3,Friendly,1
2022-07-14,Australia,Bosnia and Herzegovina,4,1,Continental Cup,1
2022-07-15,Iran,Jordan,2,0,FIFA World Cup,1
2022-07-15,Scotland,South Africa,5,2,Continental Cup,1
2022-07-16,Austria,DR Congo,1,0,Qualifiers,0
2022-07-20,Norway,Bosnia and Herzegovina,1,0,Qualifiers,0
2022-07-21,Australia,Cape Verde,0,2,Qualifiers,1
2022-07-21,Austria,Ghana,1,1,Qualifiers,1
2022-07-22,Egypt,Colombia,2,1,Qualifiers,1
2022-07-22,Scotland,Ghana,1,1,FIFA World Cup,1
2022-07-25,Australia,Iran,1,1,Continental Cup,1
2022-07-25,South Africa,Portugal,2,3,Continental Cup,1
2022-07-25,Algeria,Portugal,0,0,Friendly,1
2022-07-27,Saudi Arabia,Brazil,3,0,Continental Cup,1
2022-07-28,Belgium,Curaçao,7,0,Qualifiers,0
2022-08-02,Portugal,Tunisia,0,2,Qualifiers,1
2022-08-02,New Zealand,Algeria,2,1,Friendly,1
2022-08-06,Bosnia and Herzegovina,Canada,1,0,Friendly,0
2022-08-07,Jordan,Germany,2,3,Friendly,0
2022-08-09,Curaçao,Netherlands,0,1,Friendly,0
2022-08-10,Saudi Arabia,DR Congo,3,2,Qualifiers,1
2022-08-12,Curaçao,Qatar,1,0,Friendly,1
2022-08-13,Australia,Canada,1,1,FIFA World Cup,1
2022-08-14,Austria,Brazil,3,1,Continental Cup,1
2022-08-15,Switzerland,Morocco,2,1,Friendly,0
2022-08-15,Tunisia,Panama,2,1,Friendly,1
2022-08-15,Croatia,Iran,2,0,Friendly,0
2022-08-15,Belgium,Qatar,0,0,Friendly,0
2022-08-17,Switzerland,Germany,0,0,Qualifiers,1
2022-08-18,Portugal,Mexico,3,0,Qualifiers,0
2022-08-19,Netherlands,England,1,0,Qualifiers,1
2022-08-21,France,Jordan,1,0,Continental Cup,1
2022-08-24,Jordan,Portugal,2,4,Friendly,1
2022-08-24,USA,Colombia,1,0,Friendly,1
2022-08-24,Australia,Czechia,0,4,Qualifiers,1
2022-08-25,Senegal,Colombia,4,1,Continental Cup,1
2022-08-26,Japan,Cape Verde,1,0,Qualifiers,1
2022-08-26,DR Congo,Croatia,0,4,Continental Cup,1
2022-08-27,England,Colombia,2,2,Friendly,0
2022-08-27,Saudi Arabia,Portugal,1,2,Friendly,1
2022-08-29,Egypt,Belgium,0,1,Qualifiers,0
2022-08-29,Germany,France,0,1,Qualifiers,0
2022-08-30,Qatar,Jordan,3,0,FIFA World Cup,1
2022-09-04,Qatar,Ghana,0,1,FIFA World Cup,1
2022-09-05,Germany,France,2,3,Qualifiers,0
2022-09-07,Belgium,Iran,2,1,Friendly,1
2022-09-08,Iraq,Canada,0,3,Continental Cup,1
2022-09-08,England,Curaçao,3,1,Qualifiers,1
2022-09-09,England,Germany,0,1,Friendly,0
2022-09-11,Senegal,Croatia,1,2,Friendly,1
2022-09-11,Sweden,Haiti,2,0,Qualifiers,0
2022-09-15,Norway,England,3,1,Qualifiers,0
2022-09-16,Canada,Iraq,2,1,FIFA World Cup,1
2022-09-17,South Africa,Curaçao,2,3,Qualifiers,0
2022-09-19,Croatia,Qatar,0,0,Friendly,1
2022-09-22,Türkiye,Colombia,1,3,Continental Cup,1
2022-09-23,Sweden,Panama,2,1,Qualifiers,1
2022-09-23,Panama,Senegal,0,5,FIFA World Cup,1
2022-09-25,Australia,Iran,1,3,FIFA World Cup,1
2022-09-26,Senegal,Curaçao,1,2,Continental Cup,1
2022-09-26,Germany,New Zealand,2,2,Qualifiers,1
2022-09-27,France,Saudi Arabia,2,0,Friendly,1
2022-09-27,Bosnia and Herzegovina,Czechia,2,2,Continental Cup,1
2022-09-27,Ivory Coast,Mexico,1,0,Qualifiers,1
2022-09-27,Switzerland,Scotland,2,1,Continental Cup,1
2022-09-28,Argentina,Panama,2,1,Friendly,1
2022-09-28,Portugal,Canada,3,1,Friendly,0
2022-09-28,Türkiye,France,1,2,Friendly,0
2022-09-28,South Africa,Japan,0,3,Continental Cup,1
2022-09-29,Japan,USA,1,1,Continental Cup,1
2022-09-29,Uzbekistan,Bosnia and Herzegovina,2,0,Friendly,0
2022-09-30,Iran,Norway,2,1,Qualifiers,1
2022-09-30,Jordan,Panama,3,1,Friendly,0
2022-09-30,Jordan,Norway,0,2,Qualifiers,1
2022-10-01,Iraq,Sweden,2,3,Continental Cup,1
2022-10-01,Spain,Curaçao,2,1,Qualifiers,1
2022-10-01,Algeria,Germany,2,2,Qualifiers,0
2022-10-01,Japan,Panama,6,1,Friendly,0
2022-10-01,Haiti,USA,1,1,Continental Cup,1
2022-10-01,Norway,Algeria,1,0,Qualifiers,1
2022-10-02,Norway,Mexico,1,3,Continental Cup,1
2022-10-03,England,South Africa,1,1,Qualifiers,1
2022-10-03,USA,Cape Verde,3,3,Continental Cup,1
2022-10-03,Sweden,Ecuador,1,3,Qualifiers,1
2022-10-03,Scotland,Senegal,1,1,Qualifiers,1
2022-10-04,Tunisia,Austria,0,4,Friendly,0
2022-10-05,Bosnia and Herzegovina,Morocco,1,2,Friendly,0
2022-10-05,Germany,Bosnia and Herzegovina,1,1,Qualifiers,0
2022-10-06,Iran,Bosnia and Herzegovina,1,2,Qualifiers,0
2022-10-07,Ecuador,Curaçao,5,1,Friendly,0
2022-10-08,Jordan,Bosnia and Herzegovina,1,2,Friendly,1
2022-10-10,Australia,Scotland,2,1,Continental Cup,1
2022-10-12,USA,Argentina,0,1,Continental Cup,1
2022-10-12,Mexico,Czechia,2,1,Continental Cup,1
2022-10-15,Tunisia,Scotland,2,0,Qualifiers,1
2022-10-15,Cape Verde,Norway,0,3,Continental Cup,1
2022-10-15,Haiti,Brazil,0,2,Qualifiers,1
2022-10-15,Panama,Scotland,3,2,Qualifiers,1
2022-10-15,Tunisia,Saudi Arabia,2,3,Qualifiers,1
2022-10-16,USA,South Korea,1,1,Friendly,1
2022-10-16,France,Australia,1,3,FIFA World Cup,1
2022-10-17,Qatar,Sweden,1,3,Qualifiers,1
2022-10-18,USA,Brazil,1,1,Qualifiers,1
2022-10-20,Uzbekistan,France,0,2,Qualifiers,1
2022-10-21,Austria,Qatar,3,2,Continental Cup,1
2022-10-23,Bosnia and Herzegovina,England,0,2,Friendly,1
2022-10-23,Norway,Iran,4,1,Qualifiers,1
2022-10-23,Bosnia and Herzegovina,Qatar,1,1,Friendly,0
2022-10-25,Belgium,Portugal,0,0,Qualifiers,0
2022-10-29,Jordan,Scotland,2,3,Continental Cup,1
2022-10-29,Bosnia and Herzegovina,Argentina,0,6,Friendly,1
2022-10-30,USA,Sweden,2,3,Qualifiers,1
2022-10-30,South Korea,Sweden,0,2,Friendly,0
2022-11-02,Canada,Iraq,1,1,Friendly,0
2022-11-02,Canada,Ghana,3,0,Qualifiers,0
2022-11-02,Bosnia and Herzegovina,Germany,0,6,Qualifiers,1
2022-11-03,Jordan,South Africa,1,3,Qualifiers,1
2022-11-04,Ecuador,Paraguay,0,0,Qualifiers,0
2022-11-06,Senegal,South Korea,2,1,Qualifiers,1
2022-11-06,Ecuador,DR Congo,1,0,Qualifiers,0
2022-11-09,South Africa,USA,1,2,Continental Cup,1
2022-11-09,Paraguay,Tunisia,3,2,Qualifiers,0
2022-11-16,Belgium,Canada,0,0,Friendly,1
2022-11-17,England,DR Congo,0,2,Continental Cup,1
2022-11-18,Japan,South Africa,3,1,Continental Cup,1
2022-11-19,Bosnia and Herzegovina,Ecuador,0,1,Qualifiers,0
2022-11-20,Uruguay,Algeria,2,0,Qualifiers,0
2022-11-20,Iraq,Ecuador,2,1,Continental Cup,1
2022-11-20,Uzbekistan,Czechia,2,1,Friendly,1
2022-11-22,Uzbekistan,Cape Verde,2,1,Friendly,1
2022-11-23,New Zealand,Jordan,1,2,Friendly,0
2022-11-23,Türkiye,Paraguay,3,2,Continental Cup,1
2022-11-23,Türkiye,Iran,1,2,Continental Cup,1
2022-11-24,Cape Verde,DR Congo,0,0,Continental Cup,1
2022-11-25,Argentina,Curaçao,7,0,Qualifiers,0
2022-11-25,Algeria,Cape Verde,2,0,Friendly,1
2022-11-28,Germany,Bosnia and Herzegovina,3,0,FIFA World Cup,1
2022-11-29,Ivory Coast,Haiti,0,2,Continental Cup,1
2022-11-30,Mexico,Norway,1,0,Continental Cup,1
2022-11-30,New Zealand,Colombia,1,0,Qualifiers,1
2022-12-01,Ivory Coast,Panama,4,0,Qualifiers,1
2022-12-03,Canada,DR Congo,2,0,Qualifiers,1
2022-12-04,Croatia,Mexico,1,0,Qualifiers,1
2022-12-04,Norway,South Africa,4,1,FIFA World Cup,1
2022-12-04,Belgium,Germany,3,0,Qualifiers,0
2022-12-05,Colombia,Cape Verde,1,0,FIFA World Cup,1
2022-12-05,USA,Argentina,0,2,Friendly,0
2022-12-07,Qatar,Bosnia and Herzegovina,1,2,Friendly,0
2022-12-07,Bosnia and Herzegovina,South Africa,4,0,Friendly,0
2022-12-07,Saudi Arabia,Paraguay,4,1,Friendly,0
2022-12-08,Colombia,Portugal,2,2,Friendly,0
2022-12-08,Ghana,Tunisia,1,1,Friendly,0
2022-12-10,Panama,USA,2,2,Continental Cup,1
2022-12-10,Senegal,France,2,2,Qualifiers,1
2022-12-11,DR Congo,Panama,1,0,Friendly,1
2022-12-12,Austria,Senegal,1,3,Qualifiers,0
2022-12-13,Curaçao,Ivory Coast,0,4,Friendly,0
2022-12-13,Senegal,Iraq,1,3,Continental Cup,1
2022-12-14,Algeria,Norway,4,2,Qualifiers,1
2022-12-16,Argentina,Spain,1,0,Qualifiers,1
2022-12-16,Czechia,Iran,0,3,Qualifiers,0
2022-12-17,Colombia,Austria,1,2,Qualifiers,0
2022-12-17,Austria,USA,2,0,Friendly,0
2022-12-17,Uzbekistan,DR Congo,1,0,Qualifiers,0
2022-12-19,Egypt,Austria,0,2,Friendly,1
2022-12-19,Panama,USA,2,2,Qualifiers,0
2022-12-23,New Zealand,Türkiye,0,1,Friendly,0
2022-12-23,Brazil,Türkiye,1,1,Qualifiers,1
2022-12-24,Canada,Japan,0,1,Qualifiers,0
2022-12-24,Norway,Egypt,2,2,Friendly,0
2022-12-25,Colombia,Belgium,0,2,Continental Cup,1
2022-12-28,Tunisia,South Africa,0,1,Continental Cup,1
2022-12-28,Ivory Coast,Bosnia and Herzegovina,5,0,Friendly,0
2022-12-28,Ghana,Croatia,0,0,Friendly,0
2022-12-29,Austria,Haiti,2,1,Continental Cup,1
2023-01-01,Iran,Argentina,1,0,Friendly,0
2023-01-02,Mexico,Bosnia and Herzegovina,1,1,Qualifiers,1
2023-01-02,Sweden,Brazil,0,0,Qualifiers,0
2023-01-04,Curaçao,Jordan,2,2,Qualifiers,0
2023-01-04,Scotland,Argentina,1,1,Qualifiers,0
2023-01-05,Ivory Coast,Croatia,0,3,Qualifiers,0
2023-01-05,Scotland,Paraguay,2,1,Qualifiers,1
2023-01-07,Algeria,New Zealand,1,3,Continental Cup,1
2023-01-09,Sweden,South Africa,1,2,Continental Cup,1
2023-01-09,Uzbekistan,DR Congo,1,1,Friendly,1
2023-01-12,Ecuador,Iran,2,3,Qualifiers,0
2023-01-12,Ivory Coast,Qatar,3,1,Continental Cup,1
2023-01-13,Egypt,Uzbekistan,1,0,Continental Cup,1
2023-01-13,Algeria,Switzerland,2,2,Qualifiers,0
2023-01-13,South Korea,Czechia,4,1,Qualifiers,1
2023-01-14,Egypt,Croatia,1,2,Qualifiers,0
2023-01-14,Iraq,Senegal,1,3,Qualifiers,0
2023-01-14,England,Morocco,0,0,Qualifiers,1
2023-01-14,Croatia,South Korea,2,0,Qualifiers,0
2023-01-15,Bosnia and Herzegovina,DR Congo,0,2,Qualifiers,1
2023-01-19,Türkiye,Panama,2,3,Continental Cup,1
2023-01-21,Australia,New Zealand,3,1,Qualifiers,0
2023-01-22,Sweden,Norway,0,1,Continental Cup,1
2023-01-23,Uzbekistan,Morocco,0,2,Friendly,1
2023-01-25,Croatia,Germany,1,2,Friendly,1
2023-01-26,Croatia,Spain,3,1,Qualifiers,0
2023-01-27,Portugal,Curaçao,4,0,Qualifiers,0
2023-01-29,New Zealand,Qatar,0,3,Friendly,1
2023-01-29,Saudi Arabia,Panama,7,1,Friendly,1
2023-01-29,Ivory Coast,Canada,0,1,Qualifiers,0
2023-01-30,Iran,Morocco,3,2,Qualifiers,0
2023-01-31,Jordan,Tunisia,1,0,Qualifiers,0
2023-01-31,Bosnia and Herzegovina,Curaçao,2,1,Friendly,1
2023-01-31,Tunisia,Qatar,1,1,Qualifiers,0
2023-02-03,Iran,Ecuador,2,1,Qualifiers,0
2023-02-03,Scotland,Jordan,2,0,Continental Cup,1
2023-02-04,France,Panama,5,1,Friendly,0
2023-02-04,Brazil,Mexico,2,0,Continental Cup,1
2023-02-06,New Zealand,Egypt,1,0,Qualifiers,1
2023-02-08,Bosnia and Herzegovina,Ecuador,1,4,Qualifiers,1
2023-02-09,Haiti,France,0,5,Continental Cup,1
2023-02-09,Mexico,Netherlands,1,1,Qualifiers,1
2023-02-12,Curaçao,Colombia,0,0,Friendly,1
2023-02-13,Australia,Morocco,2,1,Friendly,1
2023-02-15,Panama,Qatar,0,1,Qualifiers,1
2023-02-15,Brazil,Australia,2,1,Friendly,0
2023-02-15,Scotland,Ivory Coast,3,5,Qualifiers,1
2023-02-16,Egypt,Canada,0,0,Qualifiers,1
2023-02-16,Switzerland,Tunisia,2,2,Friendly,0
2023-02-18,Jordan,Tunisia,1,3,Qualifiers,0
2023-02-19,Czechia,Colombia,1,0,Continental Cup,1
2023-02-19,New Zealand,Saudi Arabia,3,2,Qualifiers,0
2023-02-22,Brazil,Ecuador,1,1,Continental Cup,1
2023-02-22,Spain,Qatar,1,1,Continental Cup,1
2023-02-23,Saudi Arabia,DR Congo,3,2,Continental Cup,1
2023-02-25,Uruguay,Algeria,4,2,Qualifiers,0
2023-02-26,Qatar,Czechia,0,0,Continental Cup,1
2023-02-26,Cape Verde,Ghana,1,1,Friendly,1
2023-02-27,Scotland,Uzbekistan,3,3,Qualifiers,0
2023-02-27,Portugal,Jordan,2,0,Continental Cup,1
2023-02-28,Cape Verde,Brazil,0,5,Friendly,0
2023-03-02,Belgium,Croatia,0,2,Friendly,0
2023-03-03,Paraguay,DR Congo,0,3,Friendly,0
2023-03-04,Canada,Australia,0,3,Qualifiers,1
2023-03-06,Bosnia and Herzegovina,Croatia,0,3,Friendly,0
2023-03-06,Curaçao,Netherlands,1,2,Qualifiers,1
2023-03-06,Croatia,Japan,3,1,Friendly,1
2023-03-09,Qatar,Ecuador,2,0,Friendly,1
2023-03-10,Uruguay,Qatar,4,1,Qualifiers,0
2023-03-11,Senegal,Canada,6,0,Qualifiers,0
2023-03-11,Belgium,England,1,3,Friendly,1
2023-03-13,South Africa,Mexico,1,1,Friendly,1
2023-03-13,Australia,Paraguay,3,0,Friendly,0
2023-03-13,Iraq,England,2,1,Friendly,0
2023-03-14,Netherlands,Australia,3,0,Qualifiers,0
2023-03-15,Haiti,Ghana,1,0,Friendly,0
2023-03-16,Morocco,Spain,1,0,Friendly,0
2023-03-19,Curaçao,Türkiye,0,3,Friendly,1
2023-03-20,Portugal,Croatia,1,2,Qualifiers,0
2023-03-22,Sweden,Netherlands,0,1,Qualifiers,0
2023-03-23,South Korea,Qatar,2,2,FIFA World Cup,1
2023-03-24,Iran,Croatia,0,1,Friendly,1
2023-03-25,Bosnia and Herzegovina,Uzbekistan,2,0,Qualifiers,0
2023-03-26,Paraguay,Uzbekistan,1,0,Qualifiers,0
2023-03-28,Argentina,Japan,1,0,Qualifiers,0
2023-03-29,Norway,South Africa,2,1,Qualifiers,1
2023-03-29,Ghana,Morocco,0,1,FIFA World Cup,1
2023-03-30,Mexico,Paraguay,1,1,Friendly,0
2023-04-02,England,Brazil,2,1,Continental Cup,1
2023-04-05,Switzerland,Canada,1,2,Qualifiers,1
2023-04-06,Cape Verde,Jordan,0,1,Friendly,1
2023-04-06,Paraguay,Canada,1,2,Continental Cup,1
2023-04-08,Canada,Portugal,0,3,FIFA World Cup,1
2023-04-09,Canada,Ecuador,1,2,Continental Cup,1
2023-04-11,France,DR Congo,5,0,Qualifiers,0
2023-04-12,South Korea,Brazil,0,2,Qualifiers,1
2023-04-12,Czechia,Japan,3,1,Friendly,1
2023-04-13,Haiti,Egypt,0,3,Continental Cup,1
2023-04-14,Panama,Switzerland,2,2,Qualifiers,1
2023-04-14,Uruguay,Ecuador,5,1,Friendly,0
2023-04-15,Czechia,Saudi Arabia,1,0,Friendly,1
2023-04-16,Algeria,South Africa,0,1,Friendly,1
2023-04-16,Scotland,Switzerland,1,1,Qualifiers,0
2023-04-17,Austria,Türkiye,0,0,Qualifiers,1
2023-04-18,Switzerland,Algeria,2,1,Qualifiers,0
2023-04-18,Jordan,Switzerland,0,2,Continental Cup,1
2023-04-19,Panama,Colombia,1,2,Qualifiers,0
2023-04-20,Netherlands,Curaçao,1,2,Qualifiers,1
2023-04-20,Germany,Curaçao,1,1,Qualifiers,0
2023-04-22,Ghana,Croatia,3,5,Continental Cup,1
2023-04-23,Panama,Iran,2,1,Qualifiers,1
2023-04-24,Czechia,Colombia,1,1,Qualifiers,0
2023-04-25,Brazil,Germany,1,0,Friendly,0
2023-04-25,Australia,Uzbekistan,3,2,Qualifiers,0
2023-04-29,Paraguay,Ivory Coast,1,3,Friendly,0
2023-04-30,Switzerland,Iran,0,1,Qualifiers,1
2023-05-02,Belgium,Sweden,2,1,Qualifiers,0
2023-05-03,DR Congo,Saudi Arabia,3,1,Friendly,0
2023-05-04,Canada,Cape Verde,3,1,Qualifiers,1
2023-05-05,England,Brazil,2,1,Continental Cup,1
2023-05-06,Spain,Canada,2,1,Continental Cup,1
2023-05-07,Japan,Paraguay,1,0,Friendly,1
2023-05-07,Australia,France,1,0,FIFA World Cup,1
2023-05-08,Uzbekistan,Australia,0,0,Friendly,1
2023-05-08,Germany,Switzerland,2,3,Friendly,0
2023-05-10,Uruguay,Cape Verde,2,0,Qualifiers,0
2023-05-10,Spain,Paraguay,1,0,Continental Cup,1
2023-05-10,Netherlands,Bosnia and Herzegovina,0,1,Qualifiers,0
2023-05-12,Uzbekistan,Czechia,1,2,Continental Cup,1
2023-05-13,Ivory Coast,Argentina,0,1,Qualifiers,0
2023-05-13,Haiti,Croatia,1,4,Qualifiers,1
2023-05-13,Argentina,Ghana,1,1,Qualifiers,1
2023-05-14,Portugal,Iran,0,2,Qualifiers,1
2023-05-17,Belgium,Haiti,2,1,Friendly,1
2023-05-18,Curaçao,USA,0,2,Friendly,0
2023-05-18,DR Congo,Norway,2,2,Qualifiers,0
2023-05-19,Australia,Saudi Arabia,0,1,Continental Cup,1
2023-05-20,Croatia,Sweden,1,0,Friendly,1
2023-05-20,Saudi Arabia,Tunisia,0,1,Qualifiers,1
2023-05-20,Austria,Haiti,5,0,Continental Cup,1
2023-05-20,Saudi Arabia,Qatar,2,1,Qualifiers,0
2023-05-20,Belgium,Iraq,1,2,Continental Cup,1
2023-05-21,Scotland,Colombia,0,1,Qualifiers,1
2023-05-21,South Korea,New Zealand,5,0,Qualifiers,0
2023-05-21,Iraq,Portugal,0,2,Friendly,1
2023-05-22,Mexico,Scotland,0,2,Friendly,0
2023-05-22,Canada,Netherlands,3,5,Friendly,0
2023-05-24,Algeria,Uzbekistan,1,1,Qualifiers,1
2023-05-25,Portugal,Tunisia,3,1,Friendly,0
2023-05-25,Egypt,Morocco,1,0,Continental Cup,1
2023-05-30,Tunisia,Paraguay,1,1,Friendly,0
2023-06-02,Australia,Mexico,3,1,Friendly,0
2023-06-02,Uzbekistan,Germany,0,2,Qualifiers,0
2023-06-04,Cape Verde,Curaçao,1,2,Qualifiers,0
2023-06-05,Jordan,Canada,2,3,Qualifiers,1
2023-06-06,Bosnia and Herzegovina,Curaçao,3,1,Qualifiers,1
2023-06-09,Tunisia,Jordan,0,1,Qualifiers,1
2023-06-11,Haiti,Paraguay,0,1,Friendly,0
2023-06-12,Sweden,Austria,1,1,Qualifiers,0
2023-06-14,Algeria,Australia,2,1,Qualifiers,1
2023-06-15,Ivory Coast,USA,1,2,Qualifiers,0
2023-06-15,Morocco,Austria,1,1,Qualifiers,1
2023-06-15,Panama,Iraq,1,2,Friendly,0
2023-06-15,Morocco,Switzerland,0,0,FIFA World Cup,1
